,DealYear,DealMonth,Date,Area,Address,Rooms,Surface,Floor,Price,PPSQM,BuildYear
7990,2010.0,10.0,31/10/2010,ramat-gan-givatayim,הכבאים 22,5,112,4,"2,450,000","21,875",1992
7991,2010.0,9.0,28/9/2010,ramat-gan-givatayim,ארלוזורוב 6,4,86,2,"1,544,340","17,957",1994
7992,2010.0,9.0,28/9/2010,ramat-gan-givatayim,הרצל 63,3,73,2,"1,200,000","16,438",1950
7993,2010.0,9.0,28/9/2010,ramat-gan-givatayim,"הרא""ה 122",4,86,1,"1,200,000","13,953",1999
7994,2010.0,9.0,28/9/2010,ramat-gan-givatayim,חיבת ציון 27,1,19,1,"500,000","26,315",1955
7995,2010.0,9.0,28/9/2010,ramat-gan-givatayim,דרך בן גוריון דוד 126,2,54,1,"58,333","1,080",1954
7996,2010.0,9.0,28/9/2010,ramat-gan-givatayim,הורדים 6,2.5,44,2,"1,100,000","25,000",1977
7997,2010.0,9.0,28/9/2010,ramat-gan-givatayim,הרצל 63,3,73,3,"1,200,000","16,438",1960
7998,2010.0,9.0,28/9/2010,ramat-gan-givatayim,שדרות רזיאל 11,,,,"123,125",,
7999,2010.0,9.0,28/9/2010,ramat-gan-givatayim,תנועת המרי 13,3,60,1,"406,667","6,777",1970
8000,2010.0,9.0,28/9/2010,ramat-gan-givatayim,השר משה 1,4,100,4,"1,946,550","19,465",2010
8001,2010.0,9.0,28/9/2010,ramat-gan-givatayim,תנועת המרי 17,,,,"406,667",,
8002,2010.0,9.0,28/9/2010,ramat-gan-givatayim,דרך בן גוריון 126,,,,"7,704,396",,
8003,2010.0,9.0,28/9/2010,ramat-gan-givatayim,כצנלסון 93,3,71,2,"930,000","13,098",1960
8004,2010.0,9.0,28/9/2010,ramat-gan-givatayim,תפארת ישראל 10,3,54,3,"1,160,000","21,481",1970
8005,2010.0,9.0,27/9/2010,ramat-gan-givatayim,גניחובסקי 24,3,68,1,"700,000","10,294",1972
8006,2010.0,9.0,27/9/2010,ramat-gan-givatayim,גורדון 2,2.5,59,3,"1,210,000","20,508",1960
8007,2010.0,9.0,27/9/2010,ramat-gan-givatayim,בן צבי שמעון 2,5,138,4,"3,029,399","21,952",2010
8008,2010.0,9.0,27/9/2010,ramat-gan-givatayim,הכבאים 17,4,100,9,"2,100,000","21,000",2005
8009,2010.0,9.0,27/9/2010,ramat-gan-givatayim,ברדיצבסקי 26,4,84,1,"1,900,000","22,619",1978
8010,2010.0,9.0,27/9/2010,ramat-gan-givatayim,דונש 4,4,79,1,"1,570,000","19,873",2006
8011,2010.0,9.0,27/9/2010,ramat-gan-givatayim,הראה 73,2,58,3,"907,500","15,646",1956
8012,2010.0,9.0,27/9/2010,ramat-gan-givatayim,ביאליק 113,3,76,4,"910,000","11,973",1980
8013,2010.0,9.0,24/9/2010,ramat-gan-givatayim,סוקולוב 57,,,,"828,272",,
8014,2010.0,9.0,24/9/2010,ramat-gan-givatayim,אבן שפרוט 15,2,50,1,"823,289","16,465",1960
8015,2010.0,9.0,24/9/2010,ramat-gan-givatayim,סוקולוב 57,,,,"27,333",,
8016,2010.0,9.0,24/9/2010,ramat-gan-givatayim,סוקולוב 57,,,,"823,289",,
8017,2010.0,9.0,24/9/2010,ramat-gan-givatayim,גלבוע 10,3,55,3,"1,380,000","25,090",1960
8018,2010.0,9.0,22/9/2010,ramat-gan-givatayim,פועלי הרכבת 43,3.5,82,1,"1,478,978","18,036",1968
8019,2010.0,9.0,22/9/2010,ramat-gan-givatayim,חגי 7,,,,"8,660,000",,
8020,2010.0,9.0,22/9/2010,ramat-gan-givatayim,פועלי הרכבת 41,,,,"1,478,978",,
8021,2010.0,8.0,31/8/2010,ramat-gan-givatayim,השר משה 1,5,127,4,"2,298,050","18,094",2010
8022,2010.0,8.0,31/8/2010,ramat-gan-givatayim,נורדאו 54,3,61,1,"930,930","15,261",1985
8023,2010.0,8.0,31/8/2010,ramat-gan-givatayim,ברוך 3,3,105,1,"825,000","7,857",1950
8024,2010.0,8.0,31/8/2010,ramat-gan-givatayim,השומר 1,4,100,,"1,300,000","13,000",2010
8025,2010.0,8.0,31/8/2010,ramat-gan-givatayim,הדגנים 19,3,61,1,"1,680,000","27,540",1978
8026,2010.0,8.0,31/8/2010,ramat-gan-givatayim,מרום נווה 18,5,130,19,"2,464,358","18,956",2012
8027,2010.0,8.0,31/8/2010,ramat-gan-givatayim,סירקין 28,,,,"1,400,000",,
8028,2010.0,8.0,31/8/2010,ramat-gan-givatayim,רמז 23,4,80,3,"2,050,000","25,625",1991
8029,2010.0,8.0,31/8/2010,ramat-gan-givatayim,סירקין 28,,,,"1,400,000",,
8030,2010.0,8.0,31/8/2010,ramat-gan-givatayim,אוסישקין 6,2,47,2,"645,000","13,723",1958
8031,2010.0,8.0,31/8/2010,ramat-gan-givatayim,רבי עקיבא 43,4,100,2,"1,250,000","12,500",2010
8032,2010.0,8.0,31/8/2010,ramat-gan-givatayim,גרשטנקורן 6,2.5,67,2,"1,150,000","17,164",1955
8033,2010.0,8.0,31/8/2010,ramat-gan-givatayim,בן פתחיה 4,,,,"1,250,000",,
8034,2010.0,8.0,31/8/2010,ramat-gan-givatayim,ברוך 3,,,,"825,000",,
8035,2010.0,8.0,31/8/2010,ramat-gan-givatayim,סירקין 28,,,,"1,400,000",,
8036,2010.0,8.0,31/8/2010,ramat-gan-givatayim,סירקין 28,,,,"1,400,000",,
8037,2010.0,8.0,31/8/2010,ramat-gan-givatayim,סירקין 28,,,,"1,400,000",,
8038,2010.0,8.0,31/8/2010,ramat-gan-givatayim,נורדאו 58,,,,"930,930",,
8039,2010.0,8.0,31/8/2010,ramat-gan-givatayim,בני ברק 1,4,100,5,"1,300,000","13,000",2010
8040,2010.0,8.0,31/8/2010,ramat-gan-givatayim,הרצוג 4,4,70,2,"1,280,000","18,285",1975
8041,2010.0,8.0,31/8/2010,ramat-gan-givatayim,ביאליק 94,2,52,,"970,000","18,653",1960
8042,2010.0,8.0,31/8/2010,ramat-gan-givatayim,מעלה השחר 7,,,,"1,702,000",,
8043,2010.0,8.0,31/8/2010,ramat-gan-givatayim,צל הגבעה 6,4,106,4,"2,385,000","22,500",2008
8044,2010.0,8.0,31/8/2010,ramat-gan-givatayim,וולפסון 10,,,,"1,150,000",,
8045,2010.0,8.0,31/8/2010,ramat-gan-givatayim,הושע 30,,,,"1,300,000",,
8046,2010.0,8.0,31/8/2010,ramat-gan-givatayim,רימלט 14,,,,"2,464,358",,
8047,2010.0,8.0,31/8/2010,ramat-gan-givatayim,חברון 8,5,99,3,"1,800,000","18,181",1992
8048,2010.0,8.0,31/8/2010,ramat-gan-givatayim,"חיד""א 9",2.5,46,2,"1,053,000","22,891",1960
8049,2010.0,8.0,31/8/2010,ramat-gan-givatayim,בני ברק 1,6,150,2,"1,750,000","11,666",2010
8050,2010.0,8.0,31/8/2010,ramat-gan-givatayim,הושע 30,,,,"1,300,000",,
8051,2010.0,7.0,30/7/2010,ramat-gan-givatayim,מרים 10,4,108,4,"2,280,000","21,111",1987
8052,2010.0,7.0,30/7/2010,ramat-gan-givatayim,רימלט 14,,,,"2,284,890",,
8053,2010.0,7.0,30/7/2010,ramat-gan-givatayim,מרום נווה 18,5,130,12,"2,284,890","17,576",2012
8054,2010.0,7.0,29/7/2010,ramat-gan-givatayim,בורוכוב 55,4,91,1,"1,725,000","18,956",1990
8055,2010.0,7.0,29/7/2010,ramat-gan-givatayim,ההסתדרות 4,3,59,6,"1,600,000","27,118",1973
8056,2010.0,7.0,29/7/2010,ramat-gan-givatayim,גרונר 3,2,58,1,"820,000","14,137",1957
8057,2010.0,7.0,29/7/2010,ramat-gan-givatayim,בני ברק 1,4,100,4,"1,350,000","13,500",2010
8058,2010.0,7.0,29/7/2010,ramat-gan-givatayim,נורדאו 14,2,46,3,"855,000","18,586",1970
8059,2010.0,7.0,29/7/2010,ramat-gan-givatayim,בני ברק 1,5,125,3,"1,520,000","12,160",2010
8060,2010.0,7.0,29/7/2010,ramat-gan-givatayim,התקוה 17,2.5,47,,"990,000","21,063",1965
8061,2010.0,7.0,29/7/2010,ramat-gan-givatayim,יצחק 24,2.5,55,,"1,315,000","23,909",1960
8062,2010.0,7.0,29/7/2010,ramat-gan-givatayim,סמ גוטליב 9,3,52,2,"1,195,000","22,980",1960
8063,2010.0,7.0,29/7/2010,ramat-gan-givatayim,פלמ''ח 6,,,,"765,000",,
8064,2010.0,7.0,29/7/2010,ramat-gan-givatayim,כצנלסון 75,3,63,3,"1,085,000","17,222",1962
8065,2010.0,7.0,29/7/2010,ramat-gan-givatayim,החלוצים 7,3,75,3,"885,000","11,800",2010
8066,2010.0,7.0,29/7/2010,ramat-gan-givatayim,בר אילן 11,3,78,3,"1,180,000","15,128",1968
8067,2010.0,7.0,29/7/2010,ramat-gan-givatayim,גוטליב 13,,,,"1,195,000",,
8068,2010.0,7.0,29/7/2010,ramat-gan-givatayim,הושע 30,,,,"1,520,000",,
8069,2010.0,7.0,29/7/2010,ramat-gan-givatayim,סוקולוב 34,3,67,1,"885,000","13,208",2010
8070,2010.0,7.0,29/7/2010,ramat-gan-givatayim,"הפלמ""ח 6",2,45,2,"765,000","17,000",1970
8071,2010.0,7.0,29/7/2010,ramat-gan-givatayim,זבוטינסקי 125,2.5,50,3,"765,000","15,300",1950
8072,2010.0,7.0,29/7/2010,ramat-gan-givatayim,הרב מצליח 10,3,59,3,"750,000","12,711",1980
8073,2010.0,7.0,29/7/2010,ramat-gan-givatayim,הרצל 63,3,74,2,"1,150,000","15,540",1960
8074,2010.0,7.0,29/7/2010,ramat-gan-givatayim,הושע 30,,,,"1,350,000",,
8075,2010.0,7.0,28/7/2010,ramat-gan-givatayim,קריניצי 76,,,,"1,080,000",,
8076,2010.0,7.0,28/7/2010,ramat-gan-givatayim,יהושע 1,6,135,6,"2,200,000","16,296",2010
8077,2010.0,7.0,28/7/2010,ramat-gan-givatayim,חנקין 6,2,46,2,"880,000","19,130",1960
8078,2010.0,7.0,28/7/2010,ramat-gan-givatayim,רבי עקיבא 1,3,75,2,"1,078,000","14,373",2010
8079,2010.0,7.0,28/7/2010,ramat-gan-givatayim,אבישי 10,,,,"5,600,000",,
8080,2010.0,7.0,28/7/2010,ramat-gan-givatayim,בן פתחיה 4,,,,"1,078,000",,
8081,2010.0,6.0,30/6/2010,ramat-gan-givatayim,מרדכי אנילביץ' 48,,,,"1,101,875",,
8082,2010.0,6.0,30/6/2010,ramat-gan-givatayim,סמטת יפתח 4,,,,"5,206,659",,
8083,2010.0,6.0,30/6/2010,ramat-gan-givatayim,רמז 11,3,85,,"1,620,000","19,058",2010
8084,2010.0,6.0,30/6/2010,ramat-gan-givatayim,רמת חן 40,4,108,,"1,960,000","18,148",1950
8085,2010.0,6.0,30/6/2010,ramat-gan-givatayim,הרב קוק 17,2,49,,"900,000","18,367",1955
8086,2010.0,6.0,30/6/2010,ramat-gan-givatayim,"הנח""ל 1",3,75,3,"1,520,000","20,266",2011
8087,2010.0,6.0,30/6/2010,ramat-gan-givatayim,הדר 18,3,55,4,"910,000","16,545",1960
8088,2010.0,6.0,30/6/2010,ramat-gan-givatayim,ירושלים 97,3,60,2,"1,150,000","19,166",1970
8089,2010.0,6.0,30/6/2010,ramat-gan-givatayim,זבוטינסקי 100,4,98,11,"1,500,000","15,306",2008
8090,2010.0,6.0,30/6/2010,ramat-gan-givatayim,בן יוסף שלמה 5,3,49,1,"720,000","14,693",1992
8091,2010.0,6.0,30/6/2010,ramat-gan-givatayim,הרכסים 40,5,100,3,"800,000","8,000",1995
8092,2010.0,6.0,30/6/2010,ramat-gan-givatayim,גלעד 4,4,155,,"5,290,000","34,129",2010
8093,2010.0,6.0,30/6/2010,ramat-gan-givatayim,שד הטייס 4,2,52,3,"1,150,000","22,115",2011
8094,2010.0,6.0,30/6/2010,ramat-gan-givatayim,דרך אבא הלל 2,1,63,58,"1,170,000","18,571",2000
8095,2010.0,6.0,30/6/2010,ramat-gan-givatayim,זבוטינסקי 20,2.5,60,1,"1,170,000","19,500",2010
8096,2010.0,6.0,30/6/2010,ramat-gan-givatayim,הרצל 23,4,97,1,"1,440,000","14,845",1983
8097,2010.0,6.0,30/6/2010,ramat-gan-givatayim,,,,,"5,206,659",,
8098,2010.0,6.0,30/6/2010,ramat-gan-givatayim,הרכסים 40,5,100,3,"800,000","8,000",1995
8099,2010.0,6.0,30/6/2010,ramat-gan-givatayim,,5,100,,"800,000","8,000",1995
8100,2010.0,6.0,30/6/2010,ramat-gan-givatayim,,,,,"948,125",,
8101,2010.0,6.0,30/6/2010,ramat-gan-givatayim,,4,155,,"5,290,000","34,129",2010
8102,2010.0,6.0,30/6/2010,ramat-gan-givatayim,הרב קוק 17,2,49,,"900,000","18,367",1955
8103,2010.0,6.0,30/6/2010,ramat-gan-givatayim,,2,49,,"900,000","18,367",1955
8104,2010.0,6.0,30/6/2010,ramat-gan-givatayim,גלעד 4,4,155,,"5,290,000","34,129",2010
8105,2010.0,6.0,30/6/2010,ramat-gan-givatayim,,4,98,,"1,500,000","15,306",2008
8106,2010.0,6.0,30/6/2010,ramat-gan-givatayim,,1,63,,"1,170,000","18,571",2000
8107,2010.0,6.0,30/6/2010,ramat-gan-givatayim,,,,,"1,500,000",,
8108,2010.0,6.0,30/6/2010,ramat-gan-givatayim,זבוטינסקי 100,4,98,11,"1,500,000","15,306",2008
8109,2010.0,6.0,30/6/2010,ramat-gan-givatayim,זבוטינסקי 7,1,63,58,"1,170,000","18,571",2000
8110,2010.0,6.0,30/6/2010,ramat-gan-givatayim,קהילות יעקב 54,4,80,3,"1,350,000","16,875",1994
8111,2010.0,5.0,31/5/2010,ramat-gan-givatayim,הרצוג 29,3.5,74,2,"1,160,000","15,675",1970
8112,2010.0,5.0,31/5/2010,ramat-gan-givatayim,קושניר 12,4,83,3,"1,220,000","14,698",1998
8113,2010.0,5.0,31/5/2010,ramat-gan-givatayim,גזית 2,2,49,2,"1,150,000","23,469",1960
8114,2010.0,5.0,31/5/2010,ramat-gan-givatayim,בן צבי שמעון 59,4,100,8,"2,380,000","23,800",2008
8115,2010.0,5.0,31/5/2010,ramat-gan-givatayim,זכריה 12,,,,"1,164,638",,
8116,2010.0,5.0,31/5/2010,ramat-gan-givatayim,מרום נווה 18,4.5,110,7,"1,976,888","17,971",2010
8117,2010.0,5.0,31/5/2010,ramat-gan-givatayim,דרך נגבה 15,3,65,3,"800,000","12,307",1965
8118,2010.0,5.0,31/5/2010,ramat-gan-givatayim,בנימין אברהם 16,2.5,60,2,"835,000","13,916",1970
8119,2010.0,5.0,31/5/2010,ramat-gan-givatayim,משה אריה 6,2.5,54,1,"1,150,000","21,296",1968
8120,2010.0,5.0,31/5/2010,ramat-gan-givatayim,בירנבוים 29,2.5,50,,"903,614","18,072",1960
8121,2010.0,5.0,31/5/2010,ramat-gan-givatayim,"חיד""א 13",2,42,1,"965,000","22,976",1955
8122,2010.0,5.0,31/5/2010,ramat-gan-givatayim,אבן שפרוט 4,2,40,2,"838,000","20,950",1960
8123,2010.0,5.0,31/5/2010,ramat-gan-givatayim,רימלט 14,,,,"1,976,888",,
8124,2010.0,5.0,31/5/2010,ramat-gan-givatayim,4,,,,"903,614",,
8125,2010.0,5.0,30/5/2010,ramat-gan-givatayim,הראל 17,,,,"2,900,000",,
8126,2010.0,5.0,30/5/2010,ramat-gan-givatayim,יוספי 5,,,,"2,264,150",,
8127,2010.0,5.0,30/5/2010,ramat-gan-givatayim,המעלות 28,5,120,3,"2,300,000","19,166",2009
8128,2010.0,5.0,30/5/2010,ramat-gan-givatayim,גרשטנקורן 6,4.5,95,3,"1,550,000","16,315",1999
8129,2010.0,5.0,30/5/2010,ramat-gan-givatayim,הוז דב 32,2,40,2,"810,000","20,250",1963
8130,2010.0,5.0,30/5/2010,ramat-gan-givatayim,קריניצי 58,3,73,3,"1,310,000","17,945",1960
8131,2010.0,5.0,30/5/2010,ramat-gan-givatayim,המעגל 3,3.5,65,2,"1,035,000","15,923",1960
8132,2010.0,5.0,30/5/2010,ramat-gan-givatayim,מוריה 28,3,62,2,"1,325,000","21,370",1940
8133,2010.0,5.0,30/5/2010,ramat-gan-givatayim,קריניצי 58,,,,"1,310,000",,
8134,2010.0,5.0,30/5/2010,ramat-gan-givatayim,ירושלים 60,2,38,1,"740,000","19,473",1960
8135,2010.0,5.0,30/5/2010,ramat-gan-givatayim,פנחס 19,3,62,1,"1,435,000","23,145",1960
8136,2010.0,5.0,29/5/2010,ramat-gan-givatayim,בנימין אברהם 12,2.5,54,1,"950,000","17,592",1970
8137,2010.0,5.0,28/5/2010,ramat-gan-givatayim,ההגנה 6,3.5,77,1,"855,000","11,103",1971
8138,2010.0,5.0,28/5/2010,ramat-gan-givatayim,דנגור 7,2.5,44,2,"735,000","16,704",1960
8139,2010.0,5.0,28/5/2010,ramat-gan-givatayim,הרב דנגור 13,,,,"735,000",,
8140,2010.0,5.0,28/5/2010,ramat-gan-givatayim,חזון איש 20,3.5,72,2,"1,540,000","21,388",1970
8141,2010.0,4.0,30/4/2010,ramat-gan-givatayim,מרום נווה 18,5,130,4,"2,167,848","16,675",2012
8142,2010.0,4.0,30/4/2010,ramat-gan-givatayim,מרום נווה 18,5,130,3,"2,156,342","16,587",2012
8143,2010.0,4.0,30/4/2010,ramat-gan-givatayim,דרך זאב ז'בוטינסקי 67,,,,"838,355",,
8144,2010.0,4.0,30/4/2010,ramat-gan-givatayim,רימלט 14,,,,"2,179,352",,
8145,2010.0,4.0,30/4/2010,ramat-gan-givatayim,סוקולוב 2,3,102,6,"1,540,000","15,098",2011
8146,2010.0,4.0,30/4/2010,ramat-gan-givatayim,רימלט 14,,,,"2,167,848",,
8147,2010.0,4.0,30/4/2010,ramat-gan-givatayim,חד נס 3,,,,"935,000",,
8148,2010.0,4.0,30/4/2010,ramat-gan-givatayim,סוקולוב 2,4,102,10,"1,545,000","15,147",2011
8149,2010.0,4.0,30/4/2010,ramat-gan-givatayim,רימלט 14,,,,"2,156,342",,
8150,2010.0,4.0,30/4/2010,ramat-gan-givatayim,סוקולוב 12,,,,"1,540,000",,
8151,2010.0,4.0,30/4/2010,ramat-gan-givatayim,אהרונסון 9,2,47,1,"1,010,000","21,489",1970
8152,2010.0,4.0,30/4/2010,ramat-gan-givatayim,זבוטינסקי 65,3.5,70,,"835,000","11,928",1950
8153,2010.0,4.0,30/4/2010,ramat-gan-givatayim,דרך זאב ז'בוטינסקי 67,,,,"34,792",,
8154,2010.0,4.0,30/4/2010,ramat-gan-givatayim,מרום נווה 18,5,130,5,"2,179,352","16,764",2012
8155,2010.0,4.0,30/4/2010,ramat-gan-givatayim,חד נס 3,3,58,3,"935,000","16,120",1980
8156,2010.0,4.0,30/4/2010,ramat-gan-givatayim,בר כוכבא 1,1,30,2,"632,000","21,066",1956
8157,2010.0,4.0,29/4/2010,ramat-gan-givatayim,ביאליק 41,,,,"1,339,840",,
8158,2010.0,4.0,29/4/2010,ramat-gan-givatayim,הוז דב 32,2,34,3,"580,000","17,058",1970
8159,2010.0,4.0,29/4/2010,ramat-gan-givatayim,נורדאו 11,2.5,61,2,"790,000","12,950",1973
8160,2010.0,4.0,29/4/2010,ramat-gan-givatayim,ביאליק 20,2,49,1,"800,000","16,326",1960
8161,2010.0,4.0,29/4/2010,ramat-gan-givatayim,מוהליבר 1,4,78,1,"1,600,000","20,512",1970
8162,2010.0,4.0,29/4/2010,ramat-gan-givatayim,ביאליק 39,2,50,1,"1,339,840","26,796",2010
8163,2010.0,4.0,29/4/2010,ramat-gan-givatayim,חברון 2,2,53,3,"880,000","16,603",1970
8164,2010.0,4.0,29/4/2010,ramat-gan-givatayim,בן צבי שמעון 2,3,144,1,"2,085,000","14,479",2010
8165,2010.0,4.0,29/4/2010,ramat-gan-givatayim,ירושלים 66,,,,"880,000",,
8166,2010.0,4.0,29/4/2010,ramat-gan-givatayim,השלבים 7,4.5,112,6,"1,840,000","16,428",2010
8167,2010.0,4.0,28/4/2010,ramat-gan-givatayim,בעל התניא 21,,,,"1,605,000",,
8168,2010.0,4.0,28/4/2010,ramat-gan-givatayim,"אצ""ל 7",3,83,6,"1,265,000","15,240",1977
8169,2010.0,4.0,28/4/2010,ramat-gan-givatayim,פרופס 8,,,,"1,265,000",,
8170,2010.0,4.0,28/4/2010,ramat-gan-givatayim,דרך זאב ז'בוטינסקי 65,,,,"1,100,000",,
8171,2010.0,3.0,31/3/2010,ramat-gan-givatayim,דרך אבא הלל 150,4,100,4,"1,861,462","18,614",2012
8172,2010.0,3.0,31/3/2010,ramat-gan-givatayim,ביאליק 83,4,100,12,"1,525,000","15,250",1978
8173,2010.0,3.0,31/3/2010,ramat-gan-givatayim,דרך אבא הלל 150,3.5,80,6,"1,686,992","21,087",2012
8174,2010.0,3.0,31/3/2010,ramat-gan-givatayim,דרך אבא הלל 150,3.5,90,3,"1,579,189","17,546",2012
8175,2010.0,3.0,31/3/2010,ramat-gan-givatayim,דרך אבא הילל 150,5,125,10,"2,573,317","20,586",2012
8176,2010.0,3.0,29/3/2010,ramat-gan-givatayim,ביאליק 77,5,103,2,"1,191,192","11,564",1970
8177,2010.0,3.0,29/3/2010,ramat-gan-givatayim,המורד 4,5,106,4,"2,500,000","23,584",1998
8178,2010.0,3.0,29/3/2010,ramat-gan-givatayim,דרך זאב ז'בוטינסקי 65,,,,"1,191,192",,
8179,2010.0,3.0,28/3/2010,ramat-gan-givatayim,הרב גולד 6,6,108,3,"1,825,000","16,898",1990
8180,2010.0,3.0,28/3/2010,ramat-gan-givatayim,"אדמו""רי שאץ 16",5,125,2,"1,480,000","11,840",1995
8181,2010.0,3.0,28/3/2010,ramat-gan-givatayim,הרצל 77,4,84,5,"1,050,000","12,500",1966
8182,2010.0,3.0,28/3/2010,ramat-gan-givatayim,ביאליק 36,2,52,3,"850,000","16,346",1960
8183,2010.0,3.0,28/3/2010,ramat-gan-givatayim,רמת גן 1,4,100,14,"827,500","8,275",2012
8184,2010.0,3.0,28/3/2010,ramat-gan-givatayim,מבוא התיכון 11,3.5,57,2,"1,182,000","20,736",1970
8185,2010.0,3.0,28/3/2010,ramat-gan-givatayim,קדמה 3,2,51,,"950,000","18,627",1960
8186,2010.0,3.0,28/3/2010,ramat-gan-givatayim,אביעד 6,4,58,2,"1,040,000","17,931",1962
8187,2010.0,3.0,28/3/2010,ramat-gan-givatayim,עובדיה 6,,,,"900,000",,
8188,2010.0,3.0,28/3/2010,ramat-gan-givatayim,הכנסת 34,,,,"1,150,000",,
8189,2010.0,3.0,28/3/2010,ramat-gan-givatayim,מל''ל 4,,,,"238,333",,
8190,2010.0,3.0,28/3/2010,ramat-gan-givatayim,הרצל 77,,,,"1,100,000",,
8191,2010.0,3.0,28/3/2010,ramat-gan-givatayim,הושע 30,,,,"1,580,000",,
8192,2010.0,3.0,28/3/2010,ramat-gan-givatayim,אבטליון 1,5,120,3,"1,580,000","13,166",2012
8193,2010.0,3.0,28/3/2010,ramat-gan-givatayim,דרך בן גוריון דוד 229,2,50,2,"555,000","11,100",1960
8194,2010.0,3.0,28/3/2010,ramat-gan-givatayim,דרך אבא הלל 150,4,100,3,"1,798,514","17,985",2012
8195,2010.0,3.0,28/3/2010,ramat-gan-givatayim,גולומב 21,3,75,1,"1,150,000","15,333",1947
8196,2010.0,3.0,28/3/2010,ramat-gan-givatayim,גבעתיים 1,4,117,7,"2,390,000","20,427",2009
8197,2010.0,3.0,28/3/2010,ramat-gan-givatayim,ההגנה 34,3,58,2,"1,320,000","22,758",1973
8198,2010.0,3.0,28/3/2010,ramat-gan-givatayim,עלי הכהן 16,2.5,60,2,"995,000","16,583",1960
8199,2010.0,3.0,28/3/2010,ramat-gan-givatayim,"מל""ל 4",2,50,,"476,667","9,533",1950
8200,2010.0,3.0,28/3/2010,ramat-gan-givatayim,בגין מנחם 5,2,104,29,"1,675,000","16,105",1995
8201,2010.0,2.0,28/2/2010,ramat-gan-givatayim,הרצוג 24,3,64,,"1,291,291","20,176",1970
8202,2010.0,2.0,28/2/2010,ramat-gan-givatayim,בורוכוב 11,3,81,3,"1,580,000","19,506",1980
8203,2010.0,2.0,28/2/2010,ramat-gan-givatayim,"הל""ה 54",2.5,48,2,"965,000","20,104",1960
8204,2010.0,2.0,28/2/2010,ramat-gan-givatayim,לנדאו 7,5,139,11,"3,550,000","25,539",2000
8205,2010.0,2.0,28/2/2010,ramat-gan-givatayim,חניתה 12,3,45,2,"1,120,000","24,888",1960
8206,2010.0,2.0,28/2/2010,ramat-gan-givatayim,עוזיאל 10,1.5,47,3,"680,000","14,468",1960
8207,2010.0,2.0,28/2/2010,ramat-gan-givatayim,רימלט 14,,,,"2,456,416",,
8208,2010.0,2.0,28/2/2010,ramat-gan-givatayim,רמת גן 18,5,125,19,"2,456,416","19,651",2010
8209,2010.0,2.0,28/2/2010,ramat-gan-givatayim,סירקין 20,4,109,9,"2,025,000","18,577",2010
8210,2010.0,2.0,28/2/2010,ramat-gan-givatayim,הרב צימבר 24,,,,"1,295,180",,
8211,2010.0,2.0,27/2/2010,ramat-gan-givatayim,הרב זוננפלד יוסף 22,4,98,4,"1,360,000","13,877",1970
8212,2010.0,2.0,26/2/2010,ramat-gan-givatayim,ביאליק 1,2.5,62,1,"980,000","15,806",1960
8213,2010.0,2.0,25/2/2010,ramat-gan-givatayim,בן צבי שמעון 2,5,164,,"3,100,000","18,902",2010
8214,2010.0,2.0,25/2/2010,ramat-gan-givatayim,ביאליק 1,3,75,23,"1,851,852","24,691",2010
8215,2010.0,2.0,25/2/2010,ramat-gan-givatayim,המעלות 8,2.5,50,,"1,100,000","22,000",1950
8216,2010.0,2.0,25/2/2010,ramat-gan-givatayim,דרך אבא הלל 86,1,22,,"618,000","28,090",1964
8217,2010.0,2.0,25/2/2010,ramat-gan-givatayim,התקוה 19,3,60,1,"1,045,000","17,416",1957
8218,2010.0,2.0,25/2/2010,ramat-gan-givatayim,חצור 12,2.5,62,2,"1,025,000","16,532",1960
8219,2010.0,2.0,25/2/2010,ramat-gan-givatayim,בן סרוק 1,4,72,1,"1,750,000","24,305",1991
8220,2010.0,2.0,25/2/2010,ramat-gan-givatayim,ויצמן 48,3,62,1,"1,360,000","21,935",2011
8221,2010.0,2.0,25/2/2010,ramat-gan-givatayim,עוזיאל 3,,,,"865,000",,
8222,2010.0,2.0,25/2/2010,ramat-gan-givatayim,שתיל 5,,,,"686,875",,
8223,2010.0,2.0,25/2/2010,ramat-gan-givatayim,מנדס 69,4,120,6,"1,550,000","12,916",1980
8224,2010.0,2.0,25/2/2010,ramat-gan-givatayim,רינס 60,3,67,3,"1,200,000","17,910",1950
8225,2010.0,2.0,25/2/2010,ramat-gan-givatayim,שבזי 6,1,25,2,"600,000","24,000",1965
8226,2010.0,2.0,25/2/2010,ramat-gan-givatayim,ביאליק 41,,,,"1,851,852",,
8227,2010.0,2.0,25/2/2010,ramat-gan-givatayim,הרצל 65,2,50,,"98,125","1,962",1950
8228,2010.0,2.0,25/2/2010,ramat-gan-givatayim,נתן 5,2,36,2,"400,000","11,111",1950
8229,2010.0,2.0,25/2/2010,ramat-gan-givatayim,בורוכוב 10,3,64,6,"1,625,000","25,390",1977
8230,2010.0,2.0,25/2/2010,ramat-gan-givatayim,פנחס 11,4,84,3,"1,550,000","18,452",1984
8231,2010.0,1.0,31/1/2010,ramat-gan-givatayim,רינס 34,3,75,,"1,550,000","20,666",2009
8232,2010.0,1.0,31/1/2010,ramat-gan-givatayim,הרב לוין מרישא 7,,,,"1,237,689",,
8233,2010.0,1.0,31/1/2010,ramat-gan-givatayim,רבי עקיבא 150,,,,,,
8234,2010.0,1.0,31/1/2010,ramat-gan-givatayim,רימלט 14,,,,"2,214,080",,
