,DealYear,DealMonth,Date,Area,Address,Rooms,Surface,Floor,Price,PPSQM,BuildYear
10142,2016,9,29/09/2016,ramat-gan-givatayim,הראה 115,2,36,1,"1,140,000","31,666",1970
10143,2016,9,28/09/2016,ramat-gan-givatayim,הבילוים 44,4,44,3,"1,550,000","35,227",1972
10144,2016,9,28/09/2016,ramat-gan-givatayim,בן אליעזר 55,4.5,114,5,"2,400,000","21,052",2000
10145,2016,9,28/09/2016,ramat-gan-givatayim,המעגל 13,5,125,,"3,400,000","27,200",2017
10146,2016,9,27/09/2016,ramat-gan-givatayim,שד ירושלים 55,2,52,3,"1,290,000","24,807",1952
10147,2016,9,27/09/2016,ramat-gan-givatayim,נחום 35,2.5,75,4,"1,250,000","16,666",2016
10148,2016,9,27/09/2016,ramat-gan-givatayim,סירקין 28,5,124,2,"2,939,850","23,708",2018
10149,2016,9,27/09/2016,ramat-gan-givatayim,הרצוג 19,5,125,5,"2,800,000","22,400",2016
10150,2016,9,27/09/2016,ramat-gan-givatayim,גוטמכר 20,5,120,6,"2,600,000","21,666",2018
10151,2016,9,26/09/2016,ramat-gan-givatayim,אלוף הנצחון 16,4,95,4,"1,955,000","20,578",2016
10152,2016,9,26/09/2016,ramat-gan-givatayim,מלכי צדק 25,3,72,5,"1,635,000","22,708",1997
10153,2016,9,26/09/2016,ramat-gan-givatayim,שד ירושלים 21,3,80,2,"1,450,000","18,125",1973
10154,2016,9,26/09/2016,ramat-gan-givatayim,בני ברק 20,2,58,3,"1,400,000","24,137",1980
10155,2016,9,26/09/2016,ramat-gan-givatayim,תל חי 50,3,70,2,"1,825,000","26,071",1980
10156,2016,9,26/09/2016,ramat-gan-givatayim,הגנה 9,4,95,8,"1,865,000","19,631",2014
10157,2016,9,25/09/2016,ramat-gan-givatayim,הרב מצליח 4,3,58,4,"1,235,000","21,293",1970
10158,2016,9,25/09/2016,ramat-gan-givatayim,סוקולוב 18,4,94,4,"2,050,000","21,808",2016
10159,2016,9,25/09/2016,ramat-gan-givatayim,עליה ראשונה 3,3.5,54,2,"1,600,000","29,629",1967
10160,2016,9,25/09/2016,ramat-gan-givatayim,רמת גן 1,3,75,5,"1,400,000","18,666",2018
10161,2016,9,25/09/2016,ramat-gan-givatayim,טרומפלדור 5,2,40,3,"1,120,000","28,000",1960
10162,2016,9,25/09/2016,ramat-gan-givatayim,סוקולוב 18,4,94,4,"2,050,000","21,808",2016
10163,2016,9,25/09/2016,ramat-gan-givatayim,סירקין 4,3,70,4,"1,895,850","27,083",2016
10164,2016,9,25/09/2016,ramat-gan-givatayim,הרב מצליח 4,3,58,4,"1,235,000","21,293",1970
10165,2016,9,25/09/2016,ramat-gan-givatayim,,4,94,,"2,050,000","21,808",2016
10166,2016,9,25/09/2016,ramat-gan-givatayim,,5,125,,"2,200,000","17,600",2009
10167,2016,9,25/09/2016,ramat-gan-givatayim,,2,40,,"1,120,000","28,000",1960
10168,2016,8,31/08/2016,ramat-gan-givatayim,,5,127,,"3,590,000","28,267",2016
10169,2016,8,31/08/2016,ramat-gan-givatayim,ערבי נחל 1,5,127,18,"3,590,000","28,267",2016
10170,2016,8,29/08/2016,ramat-gan-givatayim,,4,100,,"927,444","9,274",2016
10171,2016,8,29/08/2016,ramat-gan-givatayim,מתתיהו 39,3,75,2,"1,550,000","20,666",1977
10172,2016,8,29/08/2016,ramat-gan-givatayim,,1,18,,"320,000","17,777",1957
10173,2016,8,29/08/2016,ramat-gan-givatayim,נוה יהושע 44,4,100,1,"927,444","9,274",2016
10174,2016,8,29/08/2016,ramat-gan-givatayim,סוקולוב 59,2.5,48,1,"1,270,000","26,458",1960
10175,2016,8,29/08/2016,ramat-gan-givatayim,קהילות יעקב 11,5,140,3,"2,760,000","19,714",1980
10176,2016,8,29/08/2016,ramat-gan-givatayim,שד התמרים 11,2,51,,"1,800,000","35,294",1960
10177,2016,8,29/08/2016,ramat-gan-givatayim,שד ירושלים 101,4,90,1,"1,730,000","19,222",2000
10178,2016,8,29/08/2016,ramat-gan-givatayim,תרעד 10,4,118,9,"3,650,000","30,932",2016
10179,2016,8,29/08/2016,ramat-gan-givatayim,רבי עקיבא 25,5,140,,"1,950,000","13,928",2017
10180,2016,8,29/08/2016,ramat-gan-givatayim,הרמון 8,5,71,3,"1,800,000","25,352",2016
10181,2016,8,29/08/2016,ramat-gan-givatayim,סביון 1,4,121,24,"3,187,782","26,345",2014
10182,2016,8,29/08/2016,ramat-gan-givatayim,הארי 3,5,144,6,"2,270,000","15,763",2017
10183,2016,8,29/08/2016,ramat-gan-givatayim,תרעד 10,3,84,1,"2,325,000","27,678",2017
10184,2016,8,29/08/2016,ramat-gan-givatayim,תרעד 10,3,84,1,"2,325,000","27,678",2017
10185,2016,8,29/08/2016,ramat-gan-givatayim,שלם 26,2,38,1,"1,121,109","29,502",1960
10186,2016,8,29/08/2016,ramat-gan-givatayim,,3,84,,"2,325,000","27,678",2017
10187,2016,8,29/08/2016,ramat-gan-givatayim,הארי 3,5,144,6,"2,270,000","15,763",2017
10188,2016,8,29/08/2016,ramat-gan-givatayim,,2,38,,"1,121,109","29,502",1960
10189,2016,8,29/08/2016,ramat-gan-givatayim,,5,140,,"2,760,000","19,714",1980
10190,2016,8,29/08/2016,ramat-gan-givatayim,הכנסת 14,1,18,1,"320,000","17,777",1957
10191,2016,8,29/08/2016,ramat-gan-givatayim,,5,144,,"2,270,000","15,763",2017
10192,2016,8,29/08/2016,ramat-gan-givatayim,קהילות יעקב 11,5,140,3,"2,760,000","19,714",1980
10193,2016,8,29/08/2016,ramat-gan-givatayim,,3,75,,"1,550,000","20,666",1977
10194,2016,8,29/08/2016,ramat-gan-givatayim,שלם 26,2,38,1,"1,121,109","29,502",1960
10195,2016,8,29/08/2016,ramat-gan-givatayim,שד התמרים 11,2,51,,"1,800,000","35,294",1960
10196,2016,8,29/08/2016,ramat-gan-givatayim,שד ירושלים 101,4,90,1,"1,730,000","19,222",2000
10197,2016,8,29/08/2016,ramat-gan-givatayim,,5,140,,"1,950,000","13,928",2017
10198,2016,7,31/07/2016,ramat-gan-givatayim,הבנים 15,3,64,5,"1,540,000","24,062",2019
10199,2016,7,30/07/2016,ramat-gan-givatayim,רמבם 41,5,94,4,"2,475,000","26,329",1982
10200,2016,7,29/07/2016,ramat-gan-givatayim,ההגנה 58,4,101,1,"3,200,000","31,683",2006
10201,2016,7,28/07/2016,ramat-gan-givatayim,יכין 7,3.5,100,4,"2,550,000","25,500",1980
10202,2016,7,28/07/2016,ramat-gan-givatayim,השר משה 23,5,120,4,"2,250,000","18,750",2014
10203,2016,7,28/07/2016,ramat-gan-givatayim,אבא הלל 154,3,72,4,"2,030,000","28,194",2005
10204,2016,7,28/07/2016,ramat-gan-givatayim,עוזיאל 128,4,92,,"2,478,837","26,943",2015
10205,2016,7,28/07/2016,ramat-gan-givatayim,שלוש השעות 28,4,100,6,"1,250,000","12,500",2016
10206,2016,7,28/07/2016,ramat-gan-givatayim,הרצוג 37,3.5,72,1,"1,725,000","23,958",1964
10207,2016,7,28/07/2016,ramat-gan-givatayim,קרן קימת לישראל 26,3,86,1,"1,900,000","22,093",2018
10208,2016,7,27/07/2016,ramat-gan-givatayim,שדה יצחק 9,4,100,2,"1,650,000","16,500",2018
10209,2016,7,27/07/2016,ramat-gan-givatayim,יואב 14,6,125,4,"3,300,000","26,400",2016
10210,2016,7,27/07/2016,ramat-gan-givatayim,תרצה 8,4,101,4,"2,000,000","19,801",2016
10211,2016,7,27/07/2016,ramat-gan-givatayim,תרעד 8,3,65,1,"1,790,000","27,538",1970
10212,2016,7,27/07/2016,ramat-gan-givatayim,מיכאל 12,3,68,3,"1,597,000","23,485",2016
10213,2016,7,25/07/2016,ramat-gan-givatayim,כצנלסון 104,1,40,3,"1,360,000","34,000",1960
10214,2016,7,25/07/2016,ramat-gan-givatayim,הדגנים 21,4,84,2,"2,540,000","30,238",1970
10215,2016,7,25/07/2016,ramat-gan-givatayim,רמז 2,5,125,1,"2,350,000","18,800",2016
10216,2016,7,25/07/2016,ramat-gan-givatayim,מוריה 18,4,100,3,"2,325,000","23,250",2016
10217,2016,7,25/07/2016,ramat-gan-givatayim,הרב יוסף חיים 20,4,81,2,"1,540,000","19,012",1993
10218,2016,7,25/07/2016,ramat-gan-givatayim,יהודה הנשיא 19,4,100,4,"1,650,000","16,500",2016
10219,2016,7,24/07/2016,ramat-gan-givatayim,בן גוריון 190,2,60,2,"1,310,000","21,833",1980
10220,2016,7,24/07/2016,ramat-gan-givatayim,צירלסון 12,4,90,3,"1,350,000","15,000",2016
10221,2016,7,24/07/2016,ramat-gan-givatayim,המעיין 1,5,150,25,"4,477,000","29,846",2013
10222,2016,7,24/07/2016,ramat-gan-givatayim,אחד העם 48,4,100,4,"1,610,000","16,100",1980
10223,2016,7,23/07/2016,ramat-gan-givatayim,שלוש השעות 32,4,100,4,"1,500,000","15,000",2012
10224,2016,7,22/07/2016,ramat-gan-givatayim,בלוך 25,3,75,2,"2,150,000","28,666",2017
10225,2016,7,22/07/2016,ramat-gan-givatayim,עוזיאל 45,3,70,2,"1,550,000","22,142",1980
10226,2016,7,22/07/2016,ramat-gan-givatayim,,4,43,,"1,320,000","30,697",1970
10227,2016,7,22/07/2016,ramat-gan-givatayim,אבו חצירא ישראל 34,4,43,3,"1,320,000","30,697",1970
10228,2016,6,27/06/2016,ramat-gan-givatayim,תל חי 25,4,78,2,"2,000,000","25,641",1980
10229,2016,6,26/06/2016,ramat-gan-givatayim,תמרי נחמיה 8,5,123,4,"2,180,000","17,723",2016
10230,2016,6,25/06/2016,ramat-gan-givatayim,שלם 16,4,111,1,"1,844,000","16,612",2019
10231,2016,6,24/06/2016,ramat-gan-givatayim,השר משה 65,4,83,3,"1,900,000","22,891",2005
10232,2016,6,24/06/2016,ramat-gan-givatayim,בורוכוב 9,4,100,6,"3,030,000","30,300",1980
10233,2016,6,24/06/2016,ramat-gan-givatayim,מנורה 12,3,50,2,"1,600,000","32,000",1960
10234,2016,6,23/06/2016,ramat-gan-givatayim,הצבי 12,3,46,2,"1,750,000","38,043",1950
10235,2016,6,22/06/2016,ramat-gan-givatayim,אחדות העבודה 27,3,76,4,"1,630,000","21,447",1970
10236,2016,6,22/06/2016,ramat-gan-givatayim,סוקולוב 18,4,110,4,"1,835,850","16,689",2016
10237,2016,6,20/06/2016,ramat-gan-givatayim,השושן 6,3,71,1,"1,705,000","24,014",2018
10238,2016,6,19/06/2016,ramat-gan-givatayim,תרצה 6,2,54,8,"1,410,000","26,111",2018
10239,2016,6,16/06/2016,ramat-gan-givatayim,הרצוג 22,4,117,3,"2,225,000","19,017",1980
10240,2016,6,14/06/2016,ramat-gan-givatayim,אהרונסון שרה 12,4,110,9,"2,070,000","18,818",1977
10241,2016,6,12/06/2016,ramat-gan-givatayim,המרי 4,2.5,49,2,"1,610,000","32,857",1957
10242,2016,6,10/06/2016,ramat-gan-givatayim,עמי 11,2.5,69,2,"1,102,102","15,972",1960
10243,2016,6,10/06/2016,ramat-gan-givatayim,וינרב 3,4,122,3,"1,845,000","15,122",1970
10244,2016,6,09/06/2016,ramat-gan-givatayim,קרן קימת לישראל 26,4.5,111,5,"2,910,000","26,216",2019
10245,2016,6,08/06/2016,ramat-gan-givatayim,המעלות 8,4,100,1,"2,490,000","24,900",2016
10246,2016,6,08/06/2016,ramat-gan-givatayim,הכנסת 3,3,67,3,"2,102,102","31,374",1978
10247,2016,6,07/06/2016,ramat-gan-givatayim,יהודה הנשיא 9,2,45,1,"1,200,000","26,666",1950
10248,2016,6,07/06/2016,ramat-gan-givatayim,ההסתדרות 39,3,57,4,"1,705,000","29,912",2016
10249,2016,6,07/06/2016,ramat-gan-givatayim,משמר הירדן 7,3,33,1,"1,295,000","39,242",1960
10250,2016,6,07/06/2016,ramat-gan-givatayim,,2.5,57,,"1,260,000","22,105",1957
10251,2016,6,07/06/2016,ramat-gan-givatayim,,4,90,,"1,600,000","17,777",1990
10252,2016,6,07/06/2016,ramat-gan-givatayim,בן פתחיה 1,4,100,1,"1,419,000","14,190",2016
10253,2016,6,07/06/2016,ramat-gan-givatayim,רחובות הנהר 4,4,97,8,"2,895,000","29,845",2016
10254,2016,6,07/06/2016,ramat-gan-givatayim,רמת גן 112,4,84,12,"1,900,000","22,619",1991
10255,2016,6,07/06/2016,ramat-gan-givatayim,זבוטינסקי 112,4,88,14,"2,720,000","30,909",1980
10256,2016,6,07/06/2016,ramat-gan-givatayim,בית יוסף 17,4,90,4,"1,600,000","17,777",1990
10257,2016,6,07/06/2016,ramat-gan-givatayim,,3,68,,"1,400,000","20,588",2000
10258,2016,5,31/05/2016,ramat-gan-givatayim,גנסין 21,3.5,81,1,"2,230,000","27,530",1990
10259,2016,5,31/05/2016,ramat-gan-givatayim,המעגל 13,5,126,7,"3,200,000","25,396",2017
10260,2016,5,31/05/2016,ramat-gan-givatayim,הרצוג 21,5,125,6,"4,000,000","32,000",2016
10261,2016,5,30/05/2016,ramat-gan-givatayim,הבנים 13,3,72,7,"1,780,000","24,722",2016
10262,2016,5,30/05/2016,ramat-gan-givatayim,תרצה 8,3,78,7,"1,695,000","21,730",2016
10263,2016,5,29/05/2016,ramat-gan-givatayim,עלי הכהן 20,4,100,3,"1,650,000","16,500",1972
10264,2016,5,29/05/2016,ramat-gan-givatayim,אנצו סירני 15,5,136,6,"4,450,000","32,720",2016
10265,2016,5,29/05/2016,ramat-gan-givatayim,הרב מרוזין 9,4,90,2,"1,965,850","21,842",2016
10266,2016,5,28/05/2016,ramat-gan-givatayim,הרב קוק 16,2.5,61,3,"1,430,000","23,442",1958
10267,2016,5,28/05/2016,ramat-gan-givatayim,מרים הנביאה 15,3,70,1,"1,750,000","25,000",1960
10268,2016,5,27/05/2016,ramat-gan-givatayim,בן גוריון 258,5,175,5,"4,140,000","23,657",2012
10269,2016,5,27/05/2016,ramat-gan-givatayim,סמ מנשה 6,2,55,3,"1,326,000","24,109",1960
10270,2016,5,27/05/2016,ramat-gan-givatayim,קריניצי 14,2,65,1,"1,650,000","25,384",1960
10271,2016,5,27/05/2016,ramat-gan-givatayim,דבורה הנביאה 2,3,85,2,"2,037,000","23,964",1970
10272,2016,5,27/05/2016,ramat-gan-givatayim,בן גוריון 89,4,100,2,"1,670,000","16,700",1988
10273,2016,5,27/05/2016,ramat-gan-givatayim,המעיין 2,5,150,33,"4,520,000","30,133",2013
10274,2016,5,27/05/2016,ramat-gan-givatayim,ריינס 1,6,136,2,"4,175,000","30,698",2016
10275,2016,5,26/05/2016,ramat-gan-givatayim,הגנה 9,4,93,5,"1,820,000","19,569",2014
10276,2016,5,26/05/2016,ramat-gan-givatayim,יואב 30,4,97,7,"2,610,000","26,907",2016
10277,2016,5,26/05/2016,ramat-gan-givatayim,אחד העם 14,5,119,22,"3,050,000","25,630",2016
10278,2016,5,26/05/2016,ramat-gan-givatayim,המבדיל 10,4,101,2,"1,740,000","17,227",1980
10279,2016,5,26/05/2016,ramat-gan-givatayim,המעגל 13,4,100,2,"2,500,000","25,000",2016
10280,2016,5,26/05/2016,ramat-gan-givatayim,עוזיאל 122,4,100,4,"2,000,000","20,000",2016
10281,2016,5,25/05/2016,ramat-gan-givatayim,ביאליק 39,3,73,18,"2,835,837","38,847",2015
10282,2016,5,24/05/2016,ramat-gan-givatayim,עלומים 12,3,72,5,"1,685,000","23,402",2016
10283,2016,5,24/05/2016,ramat-gan-givatayim,היוגב 5,3,59,1,"1,565,000","26,525",1980
10284,2016,5,24/05/2016,ramat-gan-givatayim,שנקין 81,2.5,46,3,"1,475,000","32,065",1980
10285,2016,5,24/05/2016,ramat-gan-givatayim,חרות 19,4,90,,"2,587,664","28,751",2015
10286,2016,5,24/05/2016,ramat-gan-givatayim,תרצה 6,3,76,8,"1,840,000","24,210",2017
10287,2016,5,24/05/2016,ramat-gan-givatayim,אינשטיין 25,4,91,2,"1,850,000","20,329",2016
10288,2016,4,28/04/2016,ramat-gan-givatayim,,4,97,,"1,940,000","20,000",2016
10289,2016,4,28/04/2016,ramat-gan-givatayim,,3,60,,"1,550,000","25,833",1980
10290,2016,4,28/04/2016,ramat-gan-givatayim,רבי עקיבא 66,2,45,,"900,000","20,000",1956
10291,2016,4,28/04/2016,ramat-gan-givatayim,רבי עקיבא 68,2,45,,"900,000","20,000",1956
10292,2016,4,28/04/2016,ramat-gan-givatayim,רבי עקיבא 66,2,45,,"900,000","20,000",1956
10293,2016,4,27/04/2016,ramat-gan-givatayim,שד התמרים 9,4,90,14,"2,270,000","25,222",2008
10294,2016,4,27/04/2016,ramat-gan-givatayim,ביאליק 83,3.5,80,5,"1,154,285","14,428",1980
10295,2016,4,26/04/2016,ramat-gan-givatayim,תרצה 6,2,56,6,"1,380,000","24,642",2018
10296,2016,4,26/04/2016,ramat-gan-givatayim,ירושלים 104,3,75,1,"1,450,000","19,333",1980
10297,2016,4,26/04/2016,ramat-gan-givatayim,ירושלים 104,3,75,1,"1,450,000","19,333",1980
10298,2016,4,26/04/2016,ramat-gan-givatayim,,3,75,,"1,450,000","19,333",1980
10299,2016,4,26/04/2016,ramat-gan-givatayim,תרצה 6,2,56,6,"1,380,000","24,642",2018
10300,2016,4,26/04/2016,ramat-gan-givatayim,,2,56,,"1,380,000","24,642",2018
10301,2016,4,24/04/2016,ramat-gan-givatayim,שנקין 13,3.5,66,4,"1,690,000","25,606",2000
10302,2016,4,24/04/2016,ramat-gan-givatayim,אחד העם 14,5,119,7,"2,377,000","19,974",2016
10303,2016,4,24/04/2016,ramat-gan-givatayim,שד הקונגרס 12,5,122,6,"3,000,000","24,590",2007
10304,2016,4,24/04/2016,ramat-gan-givatayim,הרצל 75,4,85,4,"1,600,000","18,823",1970
10305,2016,4,24/04/2016,ramat-gan-givatayim,שד הילד 15,3.5,87,3,"1,810,000","20,804",1900
10306,2016,4,24/04/2016,ramat-gan-givatayim,"הרא""ה 93",4,80,6,"1,823,599","22,794",2014
10307,2016,4,24/04/2016,ramat-gan-givatayim,דר אליהו 28,8,335,,"5,555,555","16,583",2000
10308,2016,4,22/04/2016,ramat-gan-givatayim,המעיין 1,5,135,5,"4,174,999","30,925",2013
10309,2016,4,19/04/2016,ramat-gan-givatayim,רחובות הנהר 9,3,75,7,"2,065,850","27,544",2015
10310,2016,4,18/04/2016,ramat-gan-givatayim,רחובות הנהר 16,4,101,7,"2,665,850","26,394",2016
10311,2016,4,18/04/2016,ramat-gan-givatayim,המעין 17,5,113,4,"2,500,000","22,123",2016
10312,2016,4,17/04/2016,ramat-gan-givatayim,הרב קוק 6,3,78,4,"1,383,106","17,732",2016
10313,2016,4,16/04/2016,ramat-gan-givatayim,בן שטח 4,2,41,1,"1,260,080","30,733",1950
10314,2016,4,15/04/2016,ramat-gan-givatayim,אבן עזרא 5,4,76,3,"1,427,000","18,776",1975
10315,2016,4,13/04/2016,ramat-gan-givatayim,סוקולוב 12,4,57,3,"1,500,000","26,315",1955
10316,2016,4,11/04/2016,ramat-gan-givatayim,ויצמן 15,4,75,3,"1,500,000","20,000",1955
10317,2016,4,09/04/2016,ramat-gan-givatayim,נחלת יוסף 5,2,50,1,"1,330,000","26,600",1959
10318,2016,3,27/03/2016,ramat-gan-givatayim,בן ציון 10,5,117,1,"3,000,000","25,641",2017
10319,2016,3,27/03/2016,ramat-gan-givatayim,אחד העם 23,3,69,3,"1,580,000","22,898",1990
10320,2016,3,26/03/2016,ramat-gan-givatayim,ראבד 42,2,50,,"1,020,000","20,400",1900
10321,2016,3,25/03/2016,ramat-gan-givatayim,הרכסים 49,3.5,65,,"1,630,000","25,076",1960
10322,2016,3,25/03/2016,ramat-gan-givatayim,השושן 6,3,61,4,"1,670,000","27,377",2016
10323,2016,3,24/03/2016,ramat-gan-givatayim,יואב 30,4,97,8,"2,620,000","27,010",2017
10324,2016,3,24/03/2016,ramat-gan-givatayim,הפודים 31,3,68,1,"1,735,000","25,514",1970
10325,2016,3,24/03/2016,ramat-gan-givatayim,שאנן 22,3.5,78,1,"1,762,560","22,596",2016
10326,2016,3,24/03/2016,ramat-gan-givatayim,בן אליעזר אריה 56,4,103,5,"1,730,000","16,796",1973
10327,2016,3,24/03/2016,ramat-gan-givatayim,השושן 6,3,65,5,"1,700,000","26,153",2018
10328,2016,3,24/03/2016,ramat-gan-givatayim,אבטליון 9,4,104,2,"2,100,000","20,192",1958
10329,2016,3,24/03/2016,ramat-gan-givatayim,כצנלסון 68,3,77,3,"1,650,000","21,428",1970
10330,2016,3,23/03/2016,ramat-gan-givatayim,בן ציון 10,4,90,6,"2,625,000","29,166",2017
10331,2016,3,22/03/2016,ramat-gan-givatayim,רבי יוסי 5,3,48,2,"1,280,000","26,666",1950
10332,2016,3,21/03/2016,ramat-gan-givatayim,הרצוג 21,3,75,4,"1,900,000","25,333",2016
10333,2016,3,21/03/2016,ramat-gan-givatayim,ז'בוטינסקי 152,3.5,61,1,"1,200,000","19,672",1963
10334,2016,3,20/03/2016,ramat-gan-givatayim,דנגור 20,3,57,4,"1,100,000","19,298",1980
10335,2016,3,20/03/2016,ramat-gan-givatayim,הרצל 106,3,73,3,"1,309,000","17,931",1979
10336,2016,3,20/03/2016,ramat-gan-givatayim,רבי עקיבא 81,2,50,2,"1,270,000","25,400",1962
10337,2016,3,20/03/2016,ramat-gan-givatayim,ביאליק 26,2.5,70,2,"1,200,000","17,142",1960
10338,2016,3,20/03/2016,ramat-gan-givatayim,הרצוג 19,5,120,4,"3,300,000","27,500",2019
10339,2016,3,19/03/2016,ramat-gan-givatayim,משולם ראט 11,5,140,3,"1,600,000","11,428",1900
10340,2016,3,19/03/2016,ramat-gan-givatayim,עליה שניה 11,4,76,1,"1,750,000","23,026",1970
10341,2016,3,18/03/2016,ramat-gan-givatayim,,4,50,,"1,365,000","27,300",1960
10342,2016,3,18/03/2016,ramat-gan-givatayim,טרומפלדור 31,4,50,3,"1,365,000","27,300",1960
10343,2016,3,18/03/2016,ramat-gan-givatayim,נורדאו 44,4,50,,"1,365,000","27,300",1960
10344,2016,3,18/03/2016,ramat-gan-givatayim,טרומפלדור 31,4,50,3,"1,365,000","27,300",1960
10345,2016,3,17/03/2016,ramat-gan-givatayim,הרצוג 19,5,125,6,"4,300,000","34,400",2016
10346,2016,3,17/03/2016,ramat-gan-givatayim,זבולון המר 14,4,90,4,"1,650,000","18,333",2016
10347,2016,3,16/03/2016,ramat-gan-givatayim,שנקין 63,4,90,1,"2,090,000","23,222",1989
10348,2016,2,29/02/2016,ramat-gan-givatayim,נורדאו 10,3,35,4,"780,000","22,285",2011
10349,2016,2,28/02/2016,ramat-gan-givatayim,ברוט 14,2.5,65,1,"990,000","15,230",1970
10350,2016,2,28/02/2016,ramat-gan-givatayim,הושע 2,2,60,1,"1,300,000","21,666",1962
10351,2016,2,28/02/2016,ramat-gan-givatayim,הרצוג 21,4,100,5,"2,560,000","25,600",2016
10352,2016,2,28/02/2016,ramat-gan-givatayim,הרצוג 21,4,100,5,"2,560,000","25,600",2016
10353,2016,2,26/02/2016,ramat-gan-givatayim,ברוריה 5,2.5,65,3,"1,600,000","24,615",1955
10354,2016,2,26/02/2016,ramat-gan-givatayim,הדר 11,3.5,70,6,"1,870,000","26,714",1970
10355,2016,2,26/02/2016,ramat-gan-givatayim,עלית הנוער 5,3,60,1,"1,750,000","29,166",1965
10356,2016,2,26/02/2016,ramat-gan-givatayim,בן פתחיה 20,4,77,1,"1,620,000","21,038",1986
10357,2016,2,25/02/2016,ramat-gan-givatayim,נועם אלימלך 6,6,130,4,"2,825,000","21,730",1985
10358,2016,2,25/02/2016,ramat-gan-givatayim,כנפי נשרים 25,3,75,1,"1,590,000","21,200",2016
10359,2016,2,25/02/2016,ramat-gan-givatayim,כנפי נשרים 25,2,50,2,"1,240,000","24,800",2016
10360,2016,2,24/02/2016,ramat-gan-givatayim,מעלה הנשר 7,2.5,60,1,"1,720,000","28,666",1960
10361,2016,2,24/02/2016,ramat-gan-givatayim,,5,120,,"4,400,000","36,666",2017
10362,2016,2,24/02/2016,ramat-gan-givatayim,ברויאר 15,4,100,1,"1,650,000","16,500",2017
10363,2016,2,24/02/2016,ramat-gan-givatayim,שדה יצחק 9,4,95,2,"1,622,500","17,078",2016
10364,2016,2,24/02/2016,ramat-gan-givatayim,בגנו 20,2,50,1,"1,380,000","27,600",1960
10365,2016,2,24/02/2016,ramat-gan-givatayim,רננים 5,5,135,1,"3,625,000","26,851",1960
10366,2016,2,24/02/2016,ramat-gan-givatayim,ז'בוטינסקי 35,3,60,4,"990,000","16,500",1977
10367,2016,2,24/02/2016,ramat-gan-givatayim,,5,135,,"3,625,000","26,851",1960
10368,2016,2,24/02/2016,ramat-gan-givatayim,,3,60,,"990,000","16,500",1977
10369,2016,2,24/02/2016,ramat-gan-givatayim,,4,78,,"1,761,762","22,586",1969
10370,2016,2,24/02/2016,ramat-gan-givatayim,עלומים 12,4,92,7,"1,978,450","21,504",2016
10371,2016,2,24/02/2016,ramat-gan-givatayim,בר כוכבא 36,4,100,5,"2,000,000","20,000",2016
10372,2016,2,24/02/2016,ramat-gan-givatayim,הראה 143,5,125,4,"1,862,168","14,897",2016
10373,2016,2,24/02/2016,ramat-gan-givatayim,,4,92,,"1,978,450","21,504",2016
10374,2016,2,24/02/2016,ramat-gan-givatayim,יואב 14,3,76,7,"2,430,000","31,973",2016
10375,2016,2,24/02/2016,ramat-gan-givatayim,מעלה הנשר 7,2.5,60,1,"1,720,000","28,666",1960
10376,2016,2,24/02/2016,ramat-gan-givatayim,,3,76,,"2,430,000","31,973",2016
10377,2016,2,24/02/2016,ramat-gan-givatayim,,4,100,,"2,450,000","24,500",2016
10378,2016,1,31/01/2016,ramat-gan-givatayim,החיל 43,5,111,5,"2,082,500","18,761",2016
10379,2016,1,31/01/2016,ramat-gan-givatayim,הבילויים 39,3,74,2,"1,625,000","21,959",1960
10380,2016,1,29/01/2016,ramat-gan-givatayim,רמת גן 1,4,120,8,"2,473,474","20,612",2018
10381,2016,1,28/01/2016,ramat-gan-givatayim,הירדן 8,2,42,1,"1,290,000","30,714",1965
10382,2016,1,28/01/2016,ramat-gan-givatayim,הירדן 67,2,58,2,"1,350,000","23,275",2019
10383,2016,1,27/01/2016,ramat-gan-givatayim,ביאליק 36,3,75,3,"2,323,000","30,973",2015
10384,2016,1,27/01/2016,ramat-gan-givatayim,פועלי הרכבת 43,4,82,3,"2,075,000","25,304",1970
10385,2016,1,26/01/2016,ramat-gan-givatayim,סוקולוב 2,4,98,19,"2,400,000","24,489",2012
10386,2016,1,25/01/2016,ramat-gan-givatayim,זבוטינסקי 123,3,52,3,"1,075,000","20,673",1959
10387,2016,1,25/01/2016,ramat-gan-givatayim,זבוטינסקי 20,4,75,3,"1,560,000","20,800",1957
10388,2016,1,24/01/2016,ramat-gan-givatayim,פנחס 34,2.5,55,1,"1,200,000","21,818",1955
10389,2016,1,24/01/2016,ramat-gan-givatayim,משמר הירדן 11,4,84,4,"2,570,000","30,595",1979
10390,2016,1,24/01/2016,ramat-gan-givatayim,חרות 19,5,150,9,"4,370,000","29,133",2016
10391,2016,1,23/01/2016,ramat-gan-givatayim,בן זכאי 10,2.5,50,1,"1,130,000","22,600",1960
10392,2016,1,22/01/2016,ramat-gan-givatayim,יכין 1,5,122,3,"2,700,000","22,131",2016
10393,2016,1,22/01/2016,ramat-gan-givatayim,חרות 17,5,104,4,"2,423,000","23,298",2015
10394,2016,1,22/01/2016,ramat-gan-givatayim,יכין 1,5,122,5,"2,795,000","22,909",2016
10395,2016,1,22/01/2016,ramat-gan-givatayim,זבוטינסקי 1,3,70,14,"2,438,288","34,832",2013
10396,2016,1,21/01/2016,ramat-gan-givatayim,ביאליק 39,3,81,14,"2,674,672","33,020",2015
